"date","bedrooms","bathrooms","sqft_living","floors","view","grade","sqft_above","sqft_basement","lat","long","sqft_living15","price"
2014-06-19,3,2,1730,1,0,8,1730,0,47.4164,-121.951,2130,470000
2014-07-25,3,2.5,3140,2,0,10,3140,0,47.5595,-122.04,3140,810000
2015-03-16,3,1,1480,1,0,7,1080,400,47.4585,-122.283,1780,175000
2014-10-15,4,1.75,1920,1,0,7,960,960,47.7209,-122.318,1700,440000
2015-03-30,2,1,770,1,0,6,770,0,47.5075,-122.358,1110,197000
2015-03-06,3,1,1010,1,2,6,1010,0,47.4905,-122.191,1010,254000
2014-06-20,3,1,1460,1.5,0,7,1460,0,47.6214,-122.063,1910,405000
2015-03-27,2,1,940,1,0,7,940,0,47.5314,-122.378,1630,416000
2014-09-19,4,2.75,2840,3,0,9,2840,0,47.7103,-122.108,2990,779950
2015-01-12,4,2.75,1910,1,0,7,1430,480,47.3693,-122.169,1750,2e+05
2014-07-17,4,2.5,2430,2,0,9,2430,0,47.5714,-121.991,2760,658100
2014-07-14,2,1.75,1610,1,0,7,950,660,47.5565,-122.275,1510,397000
2014-10-15,3,3.75,2780,2,0,10,2780,0,47.5939,-122.15,3110,815000
2014-10-16,2,1,1160,1,0,7,1160,0,47.7364,-122.295,1320,345000
2014-09-24,4,2.5,1850,2,0,7,1850,0,47.4031,-122.172,1940,305500
2014-07-08,3,2.25,2120,1,0,8,2120,0,47.296,-122.219,1400,340000
2015-02-26,5,2.5,2620,1,0,7,1400,1220,47.72,-122.213,2390,330000
2015-04-21,4,2.5,2060,2,0,7,2060,0,47.362,-122.309,2060,269000
2014-06-12,3,1,1060,1,0,7,1060,0,47.6855,-122.111,1630,349950
2015-03-04,3,1,1500,1,0,7,1500,0,47.7281,-122.311,1230,431000
2014-10-17,4,1.75,2380,2,1,7,1820,560,47.6656,-122.271,2190,735000
2014-07-17,5,3,3045,2,0,8,3045,0,47.4386,-122.127,3045,414000
2014-05-20,3,2.5,1700,2,0,8,1700,0,47.6078,-122.292,1880,619500
2014-10-30,3,1.75,1240,1,0,7,1240,0,47.6919,-122.21,1970,675000
2015-04-23,3,1,1410,1,0,7,1410,0,47.7303,-122.192,1460,380500
2014-06-17,3,1.5,880,1,0,6,880,0,47.5002,-122.247,1020,253000
2014-05-28,2,1,740,1,0,5,740,0,47.4217,-122.197,1230,157500
2014-06-09,4,2,2030,1,0,8,2030,0,47.6658,-122.149,1800,627000
2014-09-24,4,2.5,2090,1,0,7,1140,950,47.726,-122.221,1510,469500
2014-06-19,2,1,920,1,0,7,920,0,47.5015,-122.38,2330,319950
2015-02-18,3,1,1180,1,0,7,1180,0,47.4249,-122.178,1180,249500
2015-02-23,3,1,1260,1.5,0,7,1260,0,47.644,-122.369,1700,485000
2014-10-24,5,3,3690,1,4,9,2070,1620,47.5919,-122.176,3160,1125000
2014-06-28,3,1.75,1700,1,0,7,1200,500,47.3637,-122.057,1900,314500
2015-04-03,2,1,770,1,0,6,770,0,47.7467,-122.3,880,220000
2014-11-24,3,2.5,2020,1,0,7,1330,690,47.7368,-122.337,1870,444950
2014-08-25,4,2.5,2030,1,0,8,1330,700,47.6892,-122.3,2180,598000
2014-06-16,4,3.5,2690,2,0,9,2690,0,47.599,-121.973,2910,699850
2014-05-08,3,2.5,1750,2,0,7,1750,0,47.6953,-122.199,1750,595000
2014-12-18,4,2.5,3270,2,0,9,3270,0,47.6303,-121.984,2670,735000
2014-05-09,4,2.5,2330,2,0,8,2330,0,47.5916,-122.148,2210,542500
2015-05-12,3,1.75,1720,1,0,7,1140,580,47.6972,-122.129,1720,450000
2014-07-28,3,2,2420,1,0,7,1420,1000,47.4322,-122.291,1546,298500
2014-06-09,2,1,710,2,0,7,710,0,47.6414,-122.329,1370,403950
2014-12-29,2,1,710,1,0,6,710,0,47.5226,-122.351,850,271000
2014-09-11,2,1,1510,1,0,7,1510,0,47.7038,-122.348,1170,335000
2014-12-16,2,2.25,1610,2,0,7,1610,0,47.5184,-122.196,1950,305000
2015-03-17,3,3,1880,2,0,8,1520,360,47.6666,-122.367,1500,630000
2014-06-03,2,1.75,1220,1,0,7,860,360,47.4906,-122.204,1120,253000
2014-09-19,4,1.75,2060,1,0,7,1070,990,47.6028,-122.12,1830,395000
2014-10-17,3,2.5,1340,1,0,7,1140,200,47.3553,-122.149,1760,265000
2014-07-21,2,1,1030,1,0,6,1030,0,47.4565,-122.181,1030,225000
2014-09-17,4,2.5,2717,2,0,8,2717,0,47.3373,-122.266,2550,338500
2014-05-12,2,1.75,1360,1,0,7,860,500,47.7295,-122.359,1830,3e+05
2014-08-20,2,1,1260,2,0,6,1260,0,47.5003,-122.248,1260,255000
2014-06-20,4,3,2240,2,0,7,2240,0,47.7348,-122.295,1570,337000
2015-04-16,3,2.25,2080,2,0,8,2080,0,47.261,-122.219,2080,324900
2014-07-07,3,2.75,2760,1,0,8,1690,1070,47.5402,-122.215,2610,821000
2014-12-12,4,2.75,3000,1,0,8,3000,0,47.4032,-121.982,2300,5e+05
2015-03-02,4,3.5,3310,2,2,8,2200,1110,47.5511,-122.391,1420,885000
2014-06-10,4,2,1630,1,0,7,1630,0,47.7566,-122.073,1360,360000
2014-05-27,3,1,900,1,0,7,900,0,47.7314,-122.237,1960,304000
2015-03-16,2,1,880,1,0,6,760,120,47.5643,-122.275,1180,376000
2014-11-04,4,1.5,1620,1,0,7,1620,0,47.6041,-122.126,1890,425000
2014-07-22,3,2.5,1730,2,0,7,1730,0,47.4648,-122.335,1190,187000
2014-06-27,2,1.5,1640,1.5,0,7,1540,100,47.6624,-122.325,1880,710000
2015-03-25,3,1.75,1840,1,0,8,1370,470,47.6729,-122.166,1920,585000
2014-12-26,3,1.75,1780,1,0,8,1420,360,47.2949,-122.269,1950,250000
2014-12-18,4,2.75,3800,2,3,10,3800,0,47.5689,-122.156,3710,950000
2014-09-02,3,2.5,2980,2,0,10,2980,0,47.595,-122.016,2980,725000
2014-05-12,4,2.5,2780,1,0,8,1590,1190,47.7284,-122.216,2170,505000
2015-04-18,1,1,560,1,0,4,560,0,47.5335,-122.348,980,90000
2015-04-09,4,2,2060,2,0,7,2060,0,47.5631,-122.285,1630,4e+05
2015-02-17,3,1,1140,1,0,8,1140,0,47.709,-122.363,2080,407000
2014-12-19,3,1.5,1890,1.5,0,7,1890,0,47.6662,-122.326,1620,651000
2015-02-05,3,2.25,2090,1,0,7,1350,740,47.7598,-122.303,1740,485000
2015-01-13,4,2.75,3460,2,0,8,3460,0,47.2046,-121.996,1500,460000
2015-03-09,2,1,1320,1,0,7,880,440,47.5265,-122.379,1050,369000
2014-06-20,2,1,1240,1,1,6,1000,240,47.5026,-122.465,2140,355000
2014-09-16,2,1,810,1,0,7,810,0,47.5313,-122.28,1180,155000
2014-12-15,3,1,1880,1.5,0,8,1880,0,47.6453,-122.302,2580,1e+06
2015-02-11,4,2.5,2680,2,0,9,2680,0,47.4395,-122.163,2580,419625
2015-02-18,3,2,2040,2,0,7,2040,0,47.7601,-122.351,1710,435000
2015-05-11,4,1.75,2180,1,0,7,1290,890,47.5157,-122.191,1960,379000
2015-02-24,4,2.25,1870,2,0,7,1870,0,47.3844,-122.036,2380,293000
2014-08-06,4,2.75,2310,1,0,8,1790,520,47.5473,-122.187,2230,592100
2014-11-10,3,1.75,1120,1,0,7,1120,0,47.7372,-122.221,2530,362000
2014-12-03,3,1,1340,1,0,7,1340,0,47.4916,-122.254,2090,227000
2014-08-19,3,1.75,1260,1,0,7,1260,0,47.7664,-122.201,1890,335500
2014-08-18,3,1.75,1200,1.5,0,7,1200,0,47.3492,-121.935,1910,213000
2015-03-26,5,2.5,2400,2,0,7,2400,0,47.3692,-122.126,1880,338000
2014-10-22,3,1,940,1,0,7,940,0,47.2979,-122.223,1090,163500
2014-11-24,2,1,860,1,0,7,860,0,47.5005,-122.267,1130,199988
2015-04-07,4,2.5,3130,2,0,7,3130,0,47.3828,-122.098,3020,320000
2014-06-16,6,2.25,3550,1,0,8,2960,590,47.7218,-122.312,2360,450000
2014-10-30,2,2,1470,2,0,6,1470,0,47.3502,-122.02,1310,249900
2014-06-12,2,1,910,1,0,6,910,0,47.4572,-122.184,1480,223000
2015-02-10,4,4,2630,1,0,7,1470,1160,47.4496,-122.209,2230,631000
2015-05-05,4,2.25,1780,1,0,7,1060,720,47.4414,-122.189,1780,350000
2014-07-14,3,1.75,1430,1,0,7,900,530,47.5513,-121.801,1430,279000
2015-04-09,5,2,2730,1,0,7,1510,1220,47.4602,-122.171,1730,310000
2014-08-12,2,1,900,1,0,6,900,0,47.4217,-122.317,1240,185000
2015-03-16,3,2.5,1740,1,0,8,1130,610,47.3948,-122.435,2000,445000
2014-12-12,4,2.5,2905,2,0,9,2905,0,47.4084,-122.169,2900,365000
2015-04-23,3,1.5,2230,1,0,7,1390,840,47.5008,-122.358,1420,333500
2014-11-20,3,2.25,1680,1,0,8,1340,340,47.7575,-122.361,1850,385000
2014-05-20,3,1.5,1240,1,0,7,1240,0,47.5716,-122.138,1240,345000
2014-05-23,4,2.5,2560,1,0,7,1280,1280,47.5225,-122.04,1740,440000
2014-09-25,3,2.5,2600,2,0,7,2600,0,47.5359,-121.878,2400,444500
2014-11-13,4,1,1200,1,3,6,1200,0,47.4557,-122.443,1670,340000
2015-03-12,4,1,1660,1.5,0,7,1660,0,47.6755,-122.403,1810,680000
2014-09-09,3,1.75,1140,1,0,7,1140,0,47.7027,-122.198,1490,420000
2014-12-29,3,2.25,3050,2,0,9,3050,0,47.3326,-122.201,2697,438500
2014-09-18,2,1,800,1,0,6,800,0,47.496,-122.317,1130,109500
2015-04-10,4,2.75,1700,1,0,7,1200,500,47.7589,-122.354,1650,461000
2014-08-11,4,1.75,2630,1,0,9,2630,0,47.5459,-122.228,2690,968000
2014-09-23,3,1.75,1960,1,0,7,980,980,47.53,-122.347,1380,355000
2015-03-27,3,1.5,1180,1,0,7,1180,0,47.4502,-122.089,1780,249000
2015-03-26,5,2.5,1960,1,0,7,1360,600,47.4368,-122.165,1900,256500
2014-12-23,3,2.25,1950,1,0,8,1950,0,47.3127,-122.362,1950,269000
2014-06-20,3,2.25,2060,1,0,9,1610,450,47.5402,-122.231,2930,885000
2015-04-23,3,2,1640,1,0,7,1090,550,47.7244,-122.2,1500,455000
2014-06-09,4,2.5,2730,1.5,0,8,2230,500,47.642,-122.358,2190,980000
2014-08-01,3,1.75,1530,1,0,6,1530,0,47.516,-122.375,920,412500
2014-12-17,4,3.5,3060,2,0,9,3060,0,47.555,-122,3060,740000
2015-03-12,2,1.5,1030,3,0,8,1030,0,47.6975,-122.34,1020,326000
2014-06-07,4,2.5,2460,2,0,8,2460,0,47.6041,-122.02,2460,568500
2014-09-22,4,2.5,2500,2,0,9,2500,0,47.5127,-122.169,2500,620000
2015-04-17,3,1.75,1830,2,0,7,1490,340,47.5317,-122.351,1300,283000
2014-08-14,6,3.25,2820,2,0,8,1930,890,47.6688,-122.309,2820,875000
2014-10-23,3,2.5,2070,2,0,7,2070,0,47.3357,-122.172,2070,289950
2014-11-14,3,2.5,1780,1,0,7,1250,530,47.4093,-122.173,1870,252500
2014-10-29,4,2.25,2200,1,0,8,1480,720,47.5215,-122.202,2710,376000
2014-05-22,4,2.5,3240,1,0,9,1860,1380,47.6298,-122.057,3150,635700
2014-10-28,4,2.5,2880,2,0,10,2880,0,47.5879,-121.973,3490,710000
2015-03-01,3,1.75,1570,1,2,7,980,590,47.7166,-122.365,2420,440000
2014-06-30,3,2.5,3180,1,0,8,1810,1370,47.489,-122.181,1950,439000
2014-06-16,2,1.5,1310,1.5,0,6,1310,0,47.6487,-122.122,2970,455000
2014-05-19,2,1,910,1,0,7,910,0,47.4297,-122.152,1410,225000
2014-07-28,3,1,1460,1,0,7,1460,0,47.4511,-122.173,1490,250000
2015-04-07,4,3.25,3410,2,0,9,2470,940,47.459,-122.003,2450,585000
2015-04-07,3,1.75,2720,1.5,0,7,1580,1140,47.6691,-122.29,1660,685000
2014-06-20,5,2.75,2280,1,0,8,1300,980,47.7566,-122.363,2370,420000
2014-11-22,2,1,670,1,0,6,670,0,47.5918,-122.295,1220,245000
2014-11-04,4,2,1480,1,0,7,1480,0,47.4312,-122.196,1450,275000
2014-10-29,3,2,2330,1,0,7,1390,940,47.2958,-122.368,1570,270000
2014-10-21,4,3,2170,2,0,8,1710,460,47.6742,-122.303,2170,767250
2014-09-04,3,2,1760,1,0,7,1760,0,47.4783,-122.338,1190,229000
2015-04-27,3,1,1240,1.5,0,8,1240,0,47.5467,-122.359,1200,4e+05
2014-07-07,5,2,2800,1,0,8,1400,1400,47.6719,-122.163,1760,665000
2015-03-23,4,2.25,2060,2,0,7,2060,0,47.744,-122.046,2160,5e+05
2015-04-01,5,2,2360,1,0,7,2360,0,47.3299,-122.046,1860,355500
2014-12-05,4,2.5,2370,2,0,9,2370,0,47.423,-122.155,2370,369000
2015-02-02,2,1,720,1,0,5,720,0,47.7259,-122.29,1480,338500
2015-04-29,3,1,950,1,0,7,780,170,47.5232,-122.284,1230,256000
2015-03-04,3,2.5,1980,2,0,8,1980,0,47.4856,-121.802,2070,470000
2014-05-27,3,2.5,2540,2,1,9,2540,0,47.7175,-122.364,2490,675000
2014-11-10,4,2.75,2760,1,0,8,1400,1360,47.371,-122.108,2340,369950
2014-09-15,5,3.5,2950,2,3,9,2350,600,47.5339,-121.858,2950,615000
2014-07-28,3,1.75,2150,2,0,8,1870,280,47.6285,-122.303,3920,950000
2014-10-21,4,2.5,2760,2,0,8,2760,0,47.627,-122.303,2760,799500
2014-07-09,2,1,840,1,0,6,840,0,47.492,-122.302,1610,187000
2014-05-20,5,2.25,2890,2,0,9,2890,0,47.6295,-122.052,2570,598000
2015-04-17,3,2.25,2060,1,0,8,1340,720,47.7712,-122.285,2320,429950
2015-03-31,5,2.25,1700,1.5,0,7,1700,0,47.4611,-122.067,1810,347950
2014-05-09,3,2.5,3560,2,0,10,3560,0,47.6652,-122.049,3660,851000
2014-10-29,3,1,1210,1,0,6,1210,0,47.4873,-122.345,1320,205000
2015-03-27,3,2.25,1590,1,0,7,1110,480,47.2917,-122.184,1880,225000
2014-10-06,4,2.25,2620,1,0,8,1520,1100,47.5847,-122.075,2760,705000
2015-05-05,5,2.5,3190,2,0,8,3190,0,47.5104,-122.154,2480,535000
2015-01-21,3,2,1450,2,0,7,1450,0,47.1955,-121.987,1450,222500
2015-04-24,2,1.5,1270,2,0,8,1000,270,47.5581,-122.363,1270,313500
2015-03-17,3,2.25,2730,2,2,9,2730,0,47.7704,-122.196,2700,632000
2015-03-22,3,2,1840,2,0,7,1840,0,47.7368,-122.295,1280,467000
2015-04-24,3,2.25,1970,1,0,8,1380,590,47.3821,-122.171,1970,339000
2014-06-19,3,2.75,3200,2,0,9,3200,0,47.5884,-121.991,3020,712000
2014-05-20,3,1,1060,1,0,7,1060,0,47.7355,-122.231,1570,335000
2014-07-17,3,3.25,1740,2,0,8,1360,380,47.558,-122.382,1130,470000
2014-07-24,3,1,810,1,0,7,810,0,47.6591,-122.134,1820,367000
2014-05-24,3,2.5,2460,2,0,7,2460,0,47.5415,-121.884,2060,440500
2014-05-27,4,1,2100,1,0,7,1050,1050,47.4558,-122.171,1600,305000
2014-09-08,3,1.75,1530,1,2,7,1020,510,47.6806,-122.36,1530,635000
2014-06-27,3,2.25,1670,1.5,3,8,1670,0,47.6356,-122.367,2300,1020000
2014-06-02,2,2.5,1175,2,0,8,740,435,47.6962,-122.342,1710,342000
2014-11-11,3,2.25,2130,1,0,8,1270,860,47.383,-122.168,1960,283000
2015-04-24,4,2.75,2470,1,0,8,1280,1190,47.2504,-122,2200,430000
2014-08-08,4,2.5,1700,2,0,7,1700,0,47.3303,-122.268,1700,245000
2014-06-05,3,2.5,2600,2,0,8,2600,0,47.3446,-122.041,2600,355500
2015-04-09,3,1,1460,1,0,7,1460,0,47.6837,-122.32,1790,395000
2014-12-16,4,2.25,2010,2,0,8,2010,0,47.3585,-122.286,1660,324900
2014-05-08,3,1.75,1320,1.5,0,7,1320,0,47.5848,-122.391,1440,660000
2014-08-11,3,2.5,3150,2,0,10,3150,0,47.447,-122.088,2920,570000
2014-11-06,3,2.5,1960,2,0,8,1960,0,47.7236,-122.105,2040,552321
2014-05-28,2,1.75,2050,1,0,8,2050,0,47.6209,-122.219,2980,1100000
2014-08-25,3,1.5,1800,1,0,7,1800,0,47.2739,-122.249,1400,237000
2015-05-04,2,1,1210,1.5,0,7,1210,0,47.5322,-122.392,1400,402000
2014-10-16,3,2.25,1830,1,0,8,1830,0,47.4612,-121.992,2020,470000
2015-03-20,3,1.75,1880,1,0,7,940,940,47.7362,-122.292,1880,395900
2014-10-22,2,1.75,860,1,0,7,860,0,47.6901,-122.331,1420,442000
2014-10-15,4,2.75,2890,2,0,10,2890,0,47.7102,-122.072,3170,795000
2014-08-12,3,2,1390,1,0,7,1130,260,47.2575,-122.305,1790,190500
2014-11-20,4,2.75,3340,2,0,9,3340,0,47.549,-122.096,3230,808000
2014-08-26,4,2.5,2040,2,0,8,2040,0,47.7413,-122.354,1890,5e+05
2014-06-19,4,2.75,3010,2,0,11,3010,0,47.5895,-121.994,3330,775000
2014-11-10,5,1.75,2110,1,0,7,1100,1010,47.7737,-122.35,2020,3e+05
2015-04-10,5,1.75,2110,1,0,7,1100,1010,47.7737,-122.35,2020,496000
2014-06-20,4,2.5,2510,2,2,9,2510,0,47.3547,-122.003,3400,448000
2014-11-25,2,2.25,2770,1,3,8,1570,1200,47.5098,-122.474,2310,645000
2014-05-23,3,1.75,1120,1.5,0,7,1120,0,47.5445,-122.391,1490,464600
2014-07-28,3,1,1530,2,0,8,1530,0,47.6108,-122.303,1310,590000
2014-10-07,3,2.5,1800,2,0,7,1690,110,47.5491,-122.276,1570,399000
2014-10-15,2,1,1030,1,0,7,1030,0,47.5669,-122.283,1510,305000
2014-11-21,3,1.75,1210,1,0,7,1210,0,47.7291,-122.202,1520,478000
2014-12-17,1,1,1090,1,0,6,1090,0,47.6928,-121.87,1870,598800
2014-06-03,4,2.25,1790,1,0,7,1110,680,47.7709,-122.294,2270,430000
2014-07-01,4,1.5,1550,1,0,7,1180,370,47.5499,-122.274,1450,433000
2015-03-20,4,2.75,2400,1,0,8,1170,1230,47.4556,-122.087,1690,420000
2014-06-09,4,1.75,2470,2,2,8,2470,0,47.4421,-122.444,1470,585000
2014-08-18,3,1,1170,1,0,7,1170,0,47.4627,-122.19,1430,255000
2015-04-22,3,1,1120,1,0,6,1120,0,47.4794,-122.078,1120,305000
2015-02-25,4,1,1040,1.5,0,6,1040,0,47.6945,-122.368,1310,396000
2014-05-08,4,2.5,2460,2,0,9,2460,0,47.3061,-122.349,2390,347500
2014-08-14,4,2.5,3690,2,0,11,3690,0,47.5699,-122.092,3370,9e+05
2014-09-30,3,1.75,1960,1,0,7,1400,560,47.739,-122.048,2010,425000
2014-05-19,3,2.5,1920,2,0,8,1920,0,47.5015,-121.773,1920,429000
2015-02-24,3,2.25,1670,2,0,8,1220,450,47.6478,-122.396,1630,540000
2015-01-27,3,2,1340,1,0,7,890,450,47.5644,-121.898,1460,324950
2015-04-29,3,2.25,2610,2,0,7,1980,630,47.638,-122.306,1940,1049000
2014-10-29,4,1.75,1540,1,0,7,1260,280,47.3424,-122.308,1540,221000
2014-06-11,3,2,1640,1,0,8,1640,0,47.7216,-122.289,1750,405000
2014-08-22,4,1.75,1930,1,0,8,1510,420,47.6396,-122.112,1880,588000
2014-09-09,3,2,1430,1,0,7,1430,0,47.2671,-122.233,1610,234950
2014-10-07,4,1.5,2430,1.5,0,7,1730,700,47.5782,-122.292,2240,580000
2014-07-16,5,3,2460,1,0,9,1840,620,47.5486,-122.189,2530,637000
2014-10-30,4,2.25,2490,1,0,8,1490,1000,47.6516,-122.409,1780,704000
2014-09-25,2,1,880,1,0,6,880,0,47.4885,-122.298,1220,210000
2014-05-16,4,2.5,2110,2,0,8,2110,0,47.6789,-122.363,1700,772000
2015-04-27,4,1.75,1850,2,0,8,1850,0,47.6885,-122.381,1410,763000
2015-02-18,2,1.5,2060,1.5,0,7,2060,0,47.3722,-122.185,1780,213500
2014-12-20,2,1,1360,1,0,6,680,680,47.7689,-122.315,1360,255000
2014-10-17,3,2,2000,1,0,8,1430,570,47.6976,-122.166,1530,423500
2014-12-22,3,1.5,1810,1,0,8,1810,0,47.7617,-122.378,2920,520000
2014-09-08,3,2.75,2230,1,0,8,1460,770,47.5791,-122.048,2200,550000
2015-01-21,3,2.75,1820,1,0,9,1820,0,47.5705,-122.406,2540,795000
2014-08-15,4,3,2740,2,0,8,2240,500,47.7738,-122.158,2740,495000
2015-03-02,4,2.5,2710,2,0,9,2710,0,47.434,-122.109,2710,455000
2015-03-05,2,1,910,1,0,5,910,0,47.3897,-122.236,1160,85000
2014-11-04,4,2,1980,1.5,0,6,1980,0,47.4836,-122.214,1360,239000
2014-07-30,3,1,1040,1,0,6,1040,0,47.329,-122.343,1000,184900
2015-04-21,4,2.25,2810,1,0,8,1610,1200,47.4437,-122.124,2400,386000
2014-06-04,4,2.5,2000,2,0,8,2000,0,47.7695,-122.35,1790,415000
2015-05-12,3,1,1530,1,0,7,1210,320,47.535,-122.289,1960,387000
2015-01-07,4,2.25,3133,2,0,9,2533,600,47.4255,-122.338,3090,685000
2014-10-31,4,2.5,2020,1,0,7,1070,950,47.4969,-122.33,1340,340000
2015-05-11,2,1,750,1,0,6,750,0,47.5547,-122.272,1120,422000
2014-08-08,3,2.5,1980,2,0,8,1980,0,47.7433,-122.196,2610,442000
2014-05-27,3,1,1200,1,0,6,920,280,47.5095,-122.331,1280,280000
2014-11-10,3,2.5,2010,2,0,7,2010,0,47.1956,-121.985,1550,279000
2014-06-23,4,2,1730,1,0,7,1060,670,47.6624,-122.349,1360,569000
2015-04-10,2,1,860,1,0,7,860,0,47.39,-122.236,1250,209950
2015-03-17,3,1.5,1370,1,0,7,1370,0,47.7153,-122.361,1370,468000
2015-04-30,3,1.75,1360,1,0,7,1360,0,47.3959,-122.309,2240,237100
2014-07-08,4,2.5,2530,2,0,8,2530,0,47.2634,-122.312,2220,336000
2014-12-22,4,2,1680,2,0,7,1680,0,47.593,-122.293,2540,5e+05
2015-04-26,3,2.5,1580,2,0,7,1580,0,47.4447,-122.188,1580,290000
2014-07-25,5,2,1600,1.5,0,7,1600,0,47.5297,-122.381,1190,365000
2015-03-25,3,1,1200,1,0,6,1200,0,47.3156,-122.128,1200,146300
2014-06-09,3,1.75,1760,1,0,8,1760,0,47.5938,-122.154,2090,554000
2014-06-18,3,2,1670,1,0,7,1170,500,47.725,-122.2,1500,424000
2014-11-19,4,1.5,1800,1.5,0,7,1800,0,47.6868,-122.285,1420,508500
2015-05-01,3,1.75,1210,1,0,7,1210,0,47.3639,-122.08,1510,244500
2014-11-20,2,2.5,1280,2,0,7,1280,0,47.4336,-122.195,1460,206000
2014-09-05,3,2,1650,2,0,8,1650,0,47.7053,-122.374,1730,643500
2014-05-20,4,1.75,1590,2,0,7,1590,0,47.7358,-122.342,1610,372500
2014-07-15,5,2,1900,1,2,8,1720,180,47.6735,-122.362,1770,630000
2014-07-10,2,2.5,1500,2,0,8,1500,0,47.5472,-121.994,2080,418000
2015-02-25,4,2.5,2689,2,0,9,2689,0,47.3803,-122.184,2665,425000
2015-02-05,4,2.75,3250,2,0,9,3250,0,47.5398,-121.997,3920,8e+05
2014-12-08,2,1,960,1,0,7,960,0,47.4745,-122.295,1630,208000
2014-07-14,3,1.75,1650,1,0,7,1650,0,47.5779,-122.044,2040,476000
2015-02-02,3,2.5,1690,2,0,8,1690,0,47.2779,-122.347,2550,277500
2014-08-13,3,1.75,2790,1,0,8,1410,1380,47.4734,-121.999,1900,478000
2014-07-08,4,2.75,2310,3,0,8,2310,0,47.6154,-122.291,2270,890000
2015-03-23,3,3.5,1790,3,0,8,1390,400,47.651,-122.384,1560,450000
2014-06-25,3,1,1230,1,0,6,1230,0,47.3266,-122.334,1230,205000
2014-07-18,3,2,1620,1.5,0,8,1620,0,47.6884,-122.322,1470,665000
2014-10-03,4,2.75,2440,1,0,8,1440,1000,47.7456,-122.351,2030,518000
2014-09-24,4,2.25,2100,2,0,8,2100,0,47.7019,-122.171,1780,465000
2014-06-17,3,2.5,3040,2,0,7,3040,0,47.3355,-122.168,2760,330000
2014-12-26,4,3,2490,2,0,7,2490,0,47.5139,-122.189,2470,449400
2015-02-06,3,2.75,2690,1,0,9,2690,0,47.7185,-122.024,1440,829000
2015-02-20,4,1.75,2190,1,0,8,2190,0,47.7108,-122.239,2040,450000
2014-10-01,3,1.75,1490,1,0,7,1490,0,47.4806,-122.163,1340,310000
2014-09-08,3,2.25,2530,2,0,9,2530,0,47.7221,-122.12,3110,615000
2014-06-03,3,2,2060,1,0,8,1120,940,47.6798,-122.352,1500,605000
2014-05-02,3,2.25,1970,2,0,9,1970,0,47.4635,-121.991,2340,437500
2014-09-22,3,1.75,1400,1.5,0,7,1400,0,47.6902,-122.388,1050,545000
2014-07-17,3,2.5,3680,1,0,10,2390,1290,47.7213,-122.12,3570,770000
2014-07-03,5,2.25,3000,2,0,8,3000,0,47.6373,-122.105,2270,6e+05
2014-05-13,3,1,1440,2,0,7,1440,0,47.6741,-122.354,1850,560000
2014-11-24,3,1,1170,1.5,0,7,1170,0,47.687,-122.378,1590,457000
2014-05-05,2,1,1770,1.5,0,6,1520,250,47.6926,-122.363,1060,585000
2014-05-07,3,2,1860,1,0,8,1860,0,47.5397,-122.054,1960,560000
2015-04-05,2,1,770,1,0,5,770,0,47.5686,-122.389,1550,345000
2014-07-20,4,3.5,3820,2,2,8,2440,1380,47.557,-122.295,2520,550000
2014-06-24,4,2.5,3190,2,0,10,3190,0,47.3555,-122.003,3400,589950
2014-06-02,3,1.5,1320,1,0,7,1320,0,47.5009,-122.143,1730,327000
2014-05-30,2,2.25,1730,2,2,7,1730,0,47.373,-122.464,1400,8e+05
2014-05-21,3,1,1010,1,0,6,1010,0,47.6927,-121.901,2020,150000
2014-06-03,2,2.5,1140,3,0,8,1140,0,47.6713,-122.383,1290,425000
2014-08-01,3,1,860,1,0,7,860,0,47.7151,-122.211,1360,350000
2015-03-11,3,1.75,1540,2,0,6,1540,0,47.4451,-121.763,1540,273000
2015-03-20,4,2.25,2160,1,0,8,1080,1080,47.5651,-122.221,2780,750000
2014-10-09,3,1.5,1450,1,0,7,1450,0,47.4215,-122.203,1460,240000
2015-03-20,3,1.75,1830,1,0,8,1830,0,47.3123,-122.389,1990,4e+05
2014-10-03,3,1.5,1630,1,0,7,980,650,47.29,-122.368,1440,230000
2015-04-13,4,2.5,2500,2,0,8,2500,0,47.4124,-122.204,2360,372000
2014-07-05,3,1.75,1470,1,0,7,1030,440,47.7325,-122.337,1100,459500
2014-08-05,3,2.5,2380,2,0,8,2380,0,47.5255,-122.173,2450,582000
2014-11-06,4,2.5,2170,1,0,7,1420,750,47.7216,-122.219,1710,465000
2014-05-30,3,2,2120,1,0,9,2120,0,47.435,-122.16,2660,386000
2014-06-09,3,2.5,1530,2,0,8,1530,0,47.6179,-122.141,1530,546000
2014-10-27,3,1.75,2710,1,0,7,2060,650,47.3073,-122.272,1690,278000
2014-09-18,3,2.5,2860,2,0,8,2860,0,47.5336,-121.855,2650,540000
2014-12-08,4,1.75,2800,2,0,7,2800,0,47.5204,-121.829,1600,529000
2014-06-17,4,1,1120,1.5,0,7,1120,0,47.7055,-122.372,1370,554000
2014-08-27,3,1,1730,1,0,7,1430,300,47.3404,-122.28,1820,210000
2015-05-04,2,1,1010,1,0,6,1010,0,47.3759,-122.238,980,225000
2014-07-15,4,2.5,2350,2,0,9,2350,0,47.6262,-122.045,2590,561600
